plot_id,stand_id,clone,age2,SI,Dmean,DGM,Hmean,HGM,Hdom,N,G,V,f_veg_2m,f_havg,f_hstd,f_h10,f_h30,f_h50,f_h70,f_h90,f_h95,f_p10,f_p30,f_p50,f_p70,f_p90,f_p95,l_havg,l_hstd,l_h10,l_h30,l_h50,l_h70,l_h90,l_h95,l_p10,l_p30,l_p50,l_p70,l_p90,l_p95
66,17,3774,7.7,33.727,19.293,20.200,31.564,32.645,34.588,847.571,25.434,383.444,85.271,24.009,10.858,22.592,29.732,30.566,31.094,31.697,31.962,27.287,45.736,61.705,77.209,92.558,96.434,4.925,10.192,20.882,25.150,26.846,27.825,31.652,31.962,83.516,87.755,91.523,95.133,98.587,99.372
67,17,3774,7.7,33.632,19.925,20.400,32.365,32.810,34.490,828.736,26.090,395.180,81.282,22.777,11.584,22.823,28.789,30.147,30.801,31.432,31.664,30.467,47.836,63.238,78.190,92.861,96.459,4.452,9.959,21.312,25.724,27.139,29.414,31.560,31.827,85.474,89.232,92.541,95.738,98.654,99.327
68,17,3774,7.7,33.601,19.682,20.100,32.057,32.562,34.458,847.571,26.039,391.562,94.497,25.826,7.784,22.109,27.432,29.928,30.674,31.556,31.874,19.545,40.607,58.444,75.332,92.030,96.015,2.811,8.010,18.598,25.245,26.589,27.449,30.709,31.048,90.559,93.064,95.183,97.303,99.229,99.615
69,18,3688,7.7,34.097,19.645,21.700,31.369,33.541,34.967,828.736,26.048,401.691,81.929,24.116,12.458,24.845,30.660,32.027,33.011,33.893,34.194,31.283,48.368,63.705,78.588,93.014,96.507,1.007,5.158,18.336,25.548,31.976,33.846,34.206,34.275,96.927,97.794,98.582,99.133,99.764,99.921
70,18,3688,7.7,34.588,20.417,21.700,32.316,33.541,35.470,791.066,26.419,410.215,88.706,26.111,10.330,26.670,29.711,31.124,32.288,33.203,33.643,24.342,42.763,59.868,76.316,92.325,96.162,0.949,4.764,19.518,24.407,24.978,26.104,32.626,33.419,96.753,97.648,98.432,99.104,99.776,99.888
71,18,3688,7.7,34.832,20.833,22.400,32.532,34.081,35.721,753.396,26.277,409.592,87.547,24.817,10.771,24.180,29.176,30.900,31.944,33.057,33.438,26.783,45.056,61.514,77.347,92.616,96.370,1.421,6.200,22.766,26.273,31.642,32.696,33.279,33.506,95.756,96.913,97.878,98.714,99.614,99.807
72,18,3688,7.7,34.628,19.945,21.500,31.836,33.383,35.511,753.396,24.128,373.183,88.707,26.352,10.329,26.498,30.055,31.316,32.096,32.934,33.383,23.879,42.241,59.310,75.948,92.155,96.121,1.147,5.289,19.553,22.835,24.309,31.085,32.552,33.738,96.123,97.181,98.150,98.943,99.736,99.912
73,19,3781,7.7,33.719,19.874,21.500,31.012,33.000,34.579,791.066,25.274,381.234,95.708,27.664,7.470,23.866,29.542,30.967,32.021,32.973,33.394,18.312,38.913,57.225,74.821,91.845,95.994,6.588,11.702,21.591,26.257,27.844,29.391,33.342,33.879,79.209,84.480,89.458,93.997,98.097,99.122
74,19,3781,7.7,33.867,20.148,20.800,31.334,32.099,34.731,791.066,25.695,387.172,91.344,26.747,8.920,24.067,29.758,30.616,31.444,32.468,32.848,21.059,40.181,57.881,75.194,91.990,95.995,7.438,12.103,23.753,26.233,27.270,28.747,32.379,32.848,76.115,82.021,87.664,92.913,97.769,98.950
75,19,3781,7.7,33.870,20.168,22.100,31.052,33.191,34.734,772.231,25.445,383.214,93.590,27.309,8.215,24.277,29.735,30.990,31.837,32.833,33.283,19.551,39.583,57.532,75.000,91.827,95.994,6.972,11.720,21.487,26.160,27.329,28.323,32.533,33.279,77.414,83.142,88.380,93.290,98.036,99.018
76,19,3781,7.7,33.363,20.291,21.200,31.500,32.443,34.214,809.901,26.556,400.085,96.565,27.540,6.855,23.740,29.456,30.390,31.161,32.096,32.444,17.305,37.913,56.275,74.108,91.546,95.905,6.751,11.634,23.190,25.895,26.821,28.379,32.349,32.553,78.121,83.624,88.725,93.691,97.987,99.060
77,20,3688,7.7,35.693,20.941,22.600,32.861,35.000,36.604,772.231,27.299,431.492,88.489,26.473,10.866,26.764,30.569,31.920,33.057,34.142,34.435,25.180,43.453,60.432,76.691,92.374,96.259,1.202,5.429,18.477,23.879,26.012,32.693,33.566,33.656,96.188,97.214,98.240,98.974,99.707,99.853
78,20,3688,7.7,35.509,20.925,22.400,32.970,34.548,36.415,753.396,26.574,421.929,88.655,26.649,10.629,27.195,30.558,31.912,32.902,33.748,34.182,24.650,42.857,59.804,76.331,92.297,96.218,1.009,4.962,17.925,23.301,25.571,32.732,33.933,34.334,96.684,97.613,98.408,99.204,99.735,99.867
79,20,3688,7.7,35.743,20.072,21.900,32.215,34.117,36.655,809.901,26.514,418.391,81.953,24.748,12.134,27.482,30.110,31.337,32.422,33.518,33.837,28.994,46.154,62.278,77.663,92.751,96.450,1.353,5.949,18.490,24.612,32.029,33.549,34.093,34.095,95.909,97.121,98.030,98.939,99.697,99.848
80,20,3688,7.7,35.704,20.520,22.600,32.302,34.717,36.615,772.231,26.501,418.458,85.082,25.172,11.747,25.950,30.600,31.695,32.728,33.745,34.077,28.200,45.717,61.886,77.478,92.685,96.343,0.566,3.635,17.152,21.896,24.793,28.047,33.348,33.745,98.065,98.586,99.107,99.479,99.851,99.926
81,21,4065,7.9,38.742,19.839,22.800,31.229,35.065,39.973,772.231,25.545,376.959,93.816,29.343,8.834,27.858,31.535,32.925,34.003,35.288,35.806,19.910,39.216,57.466,74.962,91.855,96.078,4.446,10.328,21.886,25.760,27.891,33.239,35.821,36.479,86.175,90.015,93.395,96.313,98.925,99.539
82,21,4065,7.9,37.990,19.022,24.300,29.964,36.536,39.197,847.571,26.257,382.801,93.006,28.775,9.325,26.458,31.023,32.670,34.452,35.811,36.286,20.982,40.476,58.631,75.744,92.113,96.131,4.758,10.660,22.405,26.233,28.819,32.252,35.454,35.675,85.340,89.352,92.747,95.988,98.765,99.383
83,21,4065,7.9,37.369,20.280,23.600,31.768,35.862,38.557,772.231,26.039,381.288,94.364,29.770,9.331,24.912,32.108,34.484,35.680,36.759,37.129,20.446,40.891,58.716,75.623,92.136,96.068,5.731,11.601,20.103,26.385,29.018,34.861,37.020,37.260,82.644,87.583,91.722,95.327,98.531,99.332
84,21,4065,7.9,37.696,20.071,24.600,31.361,36.819,38.894,791.066,26.854,397.886,93.871,29.202,9.418,24.217,31.754,34.011,35.237,36.350,36.782,21.076,41.256,58.894,75.785,92.078,96.114,4.565,10.917,22.739,26.933,34.071,35.327,36.483,36.771,87.043,90.701,93.750,96.341,98.780,99.390
85,22,3791,7.9,34.049,19.749,21.100,31.035,32.912,35.131,772.231,24.236,360.893,83.192,23.707,11.900,22.618,29.664,31.145,32.299,33.343,33.926,30.367,48.164,63.701,78.672,93.079,96.610,2.437,7.852,19.511,25.340,28.957,33.341,34.413,34.694,92.450,94.587,96.439,97.863,99.430,99.715
86,22,3791,7.9,34.546,19.554,20.800,30.742,32.583,35.644,772.231,23.859,354.027,91.981,26.802,9.574,23.010,30.561,32.089,32.817,34.230,34.894,22.374,42.743,59.824,76.343,92.382,96.231,1.947,7.110,21.657,26.273,30.568,32.902,34.665,35.408,94.089,95.709,97.085,98.300,99.514,99.757
87,22,3791,7.9,33.051,19.143,20.100,30.629,31.800,34.101,885.241,25.907,380.511,93.175,26.017,9.065,20.716,29.602,31.157,32.059,33.292,33.787,21.839,42.888,59.986,76.437,92.385,96.264,2.465,7.639,20.431,24.053,25.522,31.403,33.492,33.787,91.789,93.992,95.995,97.797,99.332,99.666
88,22,3791,7.9,34.241,19.322,20.500,30.698,32.251,35.329,866.406,26.029,385.090,88.674,25.357,10.521,22.562,29.995,31.050,32.015,33.123,33.491,25.869,44.273,60.875,76.963,92.535,96.268,2.671,8.124,21.949,25.011,28.415,31.185,32.817,33.165,91.590,93.824,95.795,97.635,99.212,99.606
89,23,3804,9.1,33.064,18.662,19.700,30.134,33.500,35.108,791.066,22.324,331.683,82.653,24.033,11.750,25.192,29.843,30.857,31.534,32.311,32.563,29.365,46.372,62.245,77.664,92.744,96.372,4.463,9.737,18.660,25.876,27.302,29.007,31.161,32.249,85.325,89.112,92.426,95.621,98.698,99.408
90,23,3804,9.1,33.571,19.496,20.200,30.997,32.041,35.646,847.571,25.845,385.751,92.180,26.435,9.291,23.887,28.542,31.447,32.523,33.612,33.952,22.256,42.256,59.699,76.241,92.256,96.165,5.550,10.626,20.133,24.733,27.380,28.829,32.294,33.423,81.647,86.480,90.785,94.713,98.338,99.245
91,23,3804,9.1,33.866,20.112,21.200,31.664,32.000,35.960,809.901,26.183,394.401,88.228,23.776,10.565,20.961,27.671,30.530,31.731,32.784,33.324,27.075,46.910,62.919,78.164,92.878,96.527,5.860,10.755,17.756,24.198,27.129,29.528,32.577,33.047,80.335,85.826,90.324,94.456,98.274,99.163
92,23,3804,9.1,34.278,19.513,21.200,30.911,33.065,36.397,734.561,22.871,345.783,82.704,23.734,12.264,21.473,28.530,32.448,33.699,34.717,35.146,31.303,49.939,65.043,79.415,93.301,96.711,4.966,10.036,12.881,24.272,28.168,30.369,33.459,34.611,83.193,88.340,92.122,95.483,98.634,99.370
94,24,3804,9.1,34.487,22.009,22.400,34.097,34.564,36.619,828.736,31.742,498.502,95.054,28.333,7.976,25.319,30.771,31.813,32.572,33.351,33.761,18.879,38.747,56.884,74.444,91.674,95.878,3.710,9.450,24.201,26.657,27.801,32.376,33.275,33.770,88.521,91.431,94.179,96.686,98.949,99.515
95,24,3804,9.1,34.821,21.295,22.900,33.025,35.027,36.974,791.066,28.938,450.039,98.792,31.037,4.851,28.319,31.823,32.554,33.151,33.858,34.194,14.199,34.290,53.474,72.508,90.937,95.619,6.157,11.913,26.814,27.997,28.704,32.414,33.738,34.203,81.705,86.202,90.543,94.574,98.295,99.225
96,24,3804,9.1,34.624,21.522,22.200,33.632,34.376,36.765,847.571,31.261,490.146,98.857,31.621,4.625,29.055,32.065,32.956,33.753,34.580,34.983,13.857,34.143,53.571,72.571,91.000,95.571,6.255,11.949,25.314,27.962,28.968,32.461,34.309,35.215,81.414,85.995,90.445,94.503,98.298,99.215
97,25,3802,9.1,35.211,23.931,25.200,34.910,35.970,37.388,791.066,36.388,623.581,93.692,29.138,10.100,31.082,32.914,33.636,34.296,34.994,35.218,22.308,40.308,57.846,75.077,91.846,96.000,6.789,12.193,15.477,27.504,33.581,34.660,35.253,35.535,80.031,85.803,90.328,94.228,98.128,99.064
98,25,3802,9.1,34.693,22.247,23.900,33.843,35.225,36.838,809.901,32.399,544.731,95.974,31.859,7.741,32.611,33.741,34.245,34.811,35.451,35.709,16.747,35.910,54.589,72.947,91.143,95.652,8.591,13.608,22.850,27.946,33.494,34.732,35.561,35.803,75.447,81.951,87.805,92.846,97.724,98.862
101,26,3774,9.1,33.217,18.692,20.100,31.099,32.808,35.270,922.910,26.176,394.177,89.355,25.750,9.671,24.702,29.469,30.299,30.896,31.770,32.085,23.388,41.529,58.771,75.562,92.054,96.102,5.632,10.909,20.469,25.008,26.756,30.796,31.982,32.242,81.623,86.524,90.812,94.793,98.315,99.234
102,26,3774,9.1,32.117,17.763,19.300,30.141,32.057,34.102,979.415,25.050,370.295,91.948,25.675,8.463,24.120,28.689,29.401,29.873,30.715,30.913,21.169,39.870,57.532,74.805,91.818,95.974,3.686,8.917,18.667,23.309,25.555,29.609,30.891,31.220,87.295,90.847,93.852,96.448,98.907,99.454
103,26,3774,9.1,32.294,19.340,20.500,31.750,33.170,34.290,809.901,24.310,367.625,89.255,24.972,9.730,23.428,28.960,29.943,30.592,31.340,31.539,24.298,42.613,59.585,76.068,92.186,96.093,2.798,7.815,18.691,23.533,26.272,27.597,30.585,30.804,90.238,92.857,95.119,97.262,99.167,99.643
104,26,3774,9.1,33.078,19.043,20.500,31.492,33.170,35.123,960.580,28.146,425.272,94.131,26.530,8.186,23.232,28.867,30.741,31.442,32.197,32.501,20.138,40.506,58.228,75.259,91.945,95.972,4.734,10.209,20.561,25.500,27.239,30.466,32.256,32.568,84.570,88.693,92.226,95.642,98.587,99.293
106,27,3804,9.1,33.642,20.259,25.100,27.977,33.405,35.722,828.736,29.792,409.325,90.555,25.312,9.192,25.226,28.271,29.528,30.489,31.630,32.037,22.904,41.558,59.032,75.915,92.208,96.222,5.876,11.568,21.146,29.199,30.483,31.510,32.365,32.853,82.494,86.811,90.767,94.604,98.321,99.161
108,27,3804,9.1,34.402,19.809,24.500,28.017,32.945,36.528,847.571,28.910,397.076,90.678,25.618,8.560,25.665,27.901,28.873,29.833,30.759,31.214,20.480,39.548,57.486,75.000,91.949,96.045,4.304,9.945,20.590,28.338,29.062,29.757,30.759,32.207,86.569,89.927,92.993,95.912,98.686,99.416
109,28,3804,9.1,33.853,21.005,21.100,33.743,33.933,35.945,828.736,28.946,458.688,82.318,25.250,12.577,30.025,31.531,32.297,32.828,33.580,33.915,29.764,46.071,61.886,77.407,92.633,96.365,5.856,11.609,25.477,27.226,28.253,32.612,33.467,33.932,82.371,86.753,90.936,94.821,98.307,99.203
110,28,3804,9.1,34.217,20.922,22.000,33.341,34.638,36.332,866.406,30.524,482.534,91.039,26.567,10.352,24.189,30.979,32.087,32.971,33.865,34.167,24.456,43.216,60.050,76.382,92.295,96.147,10.102,13.867,23.758,27.435,30.012,33.045,34.053,34.271,69.966,77.711,84.768,91.050,97.074,98.537
111,28,3804,9.1,34.226,21.100,21.800,33.799,34.484,36.342,828.736,29.357,466.508,93.607,26.834,9.213,24.190,30.433,31.423,32.237,33.186,33.652,21.954,41.496,58.866,75.633,92.039,96.140,6.085,11.456,21.653,26.941,28.398,32.120,33.231,33.807,81.158,86.084,90.517,94.581,98.276,99.138
112,28,3804,9.1,34.988,22.170,23.100,34.784,35.451,37.151,809.901,31.612,507.591,87.572,27.786,11.797,25.947,33.107,34.207,35.023,36.042,36.373,26.083,44.235,60.670,76.778,92.396,96.239,9.722,14.130,25.607,28.492,30.367,34.672,36.057,36.311,72.227,79.278,85.899,91.917,97.334,98.710
113,29,3804,9.1,34.383,21.909,22.900,33.968,34.732,36.509,828.736,31.832,500.841,85.374,26.334,11.243,29.804,30.917,31.460,31.988,32.735,33.104,25.022,42.291,59.207,75.771,92.070,96.123,10.354,14.253,24.172,31.117,31.771,32.342,33.073,33.308,69.965,77.583,84.151,90.630,96.935,98.511
114,29,3804,9.1,32.504,20.311,21.000,32.769,33.393,34.513,866.406,28.352,440.121,84.072,24.012,10.556,27.176,28.232,28.861,29.411,30.114,30.407,25.430,42.715,59.548,76.018,92.127,96.109,6.357,11.687,21.991,28.916,29.494,29.946,30.486,30.733,80.222,85.120,89.464,93.808,97.967,98.983
115,29,3804,9.1,32.686,19.340,21.000,31.646,33.393,34.706,885.241,26.764,411.939,82.972,23.560,10.926,27.291,28.277,28.896,29.420,29.971,30.199,26.870,43.701,60.236,76.378,92.224,96.161,6.954,12.111,22.308,28.990,29.467,29.806,30.244,30.414,78.660,83.711,88.454,93.093,97.732,98.866
116,29,3804,9.1,32.083,19.595,20.100,32.100,32.703,34.066,809.901,24.679,379.988,81.729,22.364,10.662,26.051,27.057,27.644,28.132,28.769,29.100,27.435,44.265,60.634,76.657,92.392,96.254,7.323,11.950,21.437,27.568,28.051,28.499,29.103,29.337,76.411,81.996,87.285,92.454,97.564,98.812
117,30,3804,9.1,37.649,21.239,23.100,34.804,36.995,39.977,828.736,30.479,512.176,96.376,30.146,7.836,27.151,31.804,33.326,34.426,35.570,35.930,18.060,38.106,56.634,74.401,91.701,95.909,6.426,11.631,18.435,25.060,28.906,31.649,35.531,35.942,79.645,85.407,90.199,94.453,98.223,99.138
119,30,3804,9.1,36.212,19.778,21.600,33.348,35.617,38.450,866.406,27.818,461.876,88.164,27.978,10.637,28.910,31.476,32.641,33.425,34.523,35.014,22.947,41.304,58.696,75.604,92.029,96.135,5.563,10.837,20.970,25.310,28.072,30.064,32.763,33.500,82.045,86.783,91.022,94.763,98.379,99.252
120,30,3804,9.1,37.658,21.125,22.900,34.548,36.817,39.986,753.396,27.563,460.739,84.730,27.433,12.266,27.734,32.650,33.747,34.859,36.282,36.682,26.892,44.730,61.216,77.162,92.568,96.351,5.448,11.527,24.158,28.071,30.728,32.816,35.622,36.434,84.218,88.299,91.973,95.374,98.639,99.320
121,31,3720,5.6,36.924,19.859,22.000,30.924,32.985,34.247,866.406,27.972,367.048,96.635,25.385,8.577,25.012,28.508,29.602,30.553,31.584,31.917,23.149,41.454,58.883,75.774,92.127,96.097,5.773,11.804,28.718,30.471,31.109,31.548,32.273,32.511,83.310,87.183,90.915,94.648,98.239,99.155
122,31,3720,5.6,36.188,19.961,20.400,31.281,31.820,33.564,828.736,26.255,342.250,92.130,24.615,9.409,26.746,27.998,29.047,29.825,30.799,31.186,23.964,41.953,59.172,75.917,92.130,96.095,5.024,10.572,11.847,29.245,30.112,30.558,31.247,31.421,84.554,88.482,91.879,95.170,98.408,99.204
123,31,3720,5.6,36.616,20.518,22.000,31.740,32.985,33.961,753.396,25.416,334.811,88.596,23.762,10.735,27.195,28.446,29.599,30.346,31.169,31.460,27.745,44.851,61.191,77.021,92.511,96.340,7.008,12.333,27.841,30.117,30.602,31.048,31.499,31.683,79.399,84.206,88.841,93.391,97.854,98.970
124,31,3720,5.6,36.196,19.805,20.700,31.115,32.047,33.572,809.901,25.380,331.063,85.472,22.742,10.887,26.531,27.830,28.775,29.643,30.646,31.151,29.312,45.964,62.107,77.655,92.778,96.432,5.445,10.824,15.432,29.247,29.855,30.560,31.351,31.578,83.231,87.511,91.179,94.847,98.341,99.214
125,32,14545,6.2,37.177,20.776,21.300,31.795,32.517,35.789,847.571,29.532,445.857,91.520,25.452,10.018,23.543,29.286,30.874,31.946,33.022,33.534,25.188,43.653,60.562,76.769,92.474,96.287,5.489,11.939,29.428,32.009,32.627,33.207,33.951,34.263,84.910,88.411,91.816,95.128,98.439,99.243
126,32,14545,6.2,35.964,20.468,21.800,31.824,32.907,34.621,828.736,27.792,419.808,90.194,25.192,10.760,25.389,30.009,31.067,32.155,33.406,33.749,27.046,44.785,61.274,77.202,92.567,96.315,6.643,12.961,30.592,32.294,32.969,33.485,34.007,34.227,81.905,86.061,90.153,94.182,98.082,99.041
127,32,14545,6.2,35.951,20.822,20.800,31.473,32.117,34.609,696.891,23.967,355.022,88.457,23.784,11.159,21.059,29.082,30.853,31.860,33.066,33.418,29.753,47.346,63.086,78.272,92.901,96.481,4.677,11.265,30.701,32.140,32.758,33.186,33.587,33.871,87.163,90.122,93.027,95.827,98.627,99.366
128,32,14545,6.2,36.523,20.484,22.500,31.847,34.500,35.159,828.736,28.014,423.938,94.025,26.690,9.087,25.759,29.610,31.039,31.952,33.044,33.517,22.188,41.125,58.699,75.659,92.091,96.090,6.749,12.945,30.643,31.846,32.429,33.053,33.838,34.250,81.407,85.678,89.908,94.012,98.074,99.037
129,33,3762,5.6,35.348,18.117,19.600,29.826,31.478,32.785,885.241,23.315,330.277,80.595,21.134,10.961,24.772,26.597,27.360,28.076,29.001,29.397,30.789,47.219,62.872,78.137,92.885,96.507,2.029,6.130,1.847,17.597,24.125,27.963,28.653,28.761,89.474,94.342,96.447,97.895,99.342,99.737
130,33,3762,5.6,35.407,18.435,19.400,30.240,31.297,32.840,809.901,21.925,311.503,73.171,18.475,12.088,24.945,26.276,27.151,28.028,28.686,28.899,39.024,53.354,67.226,80.640,93.750,96.951,1.477,5.540,1.204,19.546,28.236,28.693,28.940,29.300,91.846,96.308,97.538,98.615,99.538,99.846
131,33,3762,5.6,35.939,18.198,19.400,29.748,31.297,33.334,828.736,22.203,314.957,83.012,21.285,10.293,23.939,25.672,26.751,27.637,28.435,28.827,28.571,45.560,61.905,77.477,92.664,96.396,1.425,5.087,0.894,16.805,26.230,27.718,29.003,29.272,86.497,96.123,97.460,98.529,99.599,99.866
132,33,3762,5.6,35.434,19.057,19.700,30.969,31.568,32.865,828.736,23.827,340.652,85.087,21.517,10.806,25.547,27.025,28.006,28.710,29.354,29.790,30.892,47.137,62.850,78.029,92.810,96.538,1.267,5.164,0.746,23.901,28.484,28.774,29.594,29.824,88.082,96.986,97.945,98.767,99.589,99.863
133,34,3752,5.6,35.509,18.061,19.600,29.375,31.293,32.935,866.406,23.240,337.122,88.953,22.485,9.915,23.645,27.114,28.174,28.954,29.702,30.063,27.907,45.349,61.483,77.326,92.587,96.366,3.247,7.785,16.256,20.521,22.543,23.946,29.439,29.954,87.281,90.789,93.713,96.491,98.977,99.561
134,34,3752,5.6,35.875,18.519,20.100,30.055,32.000,33.274,791.066,21.924,318.554,89.240,22.139,9.594,21.628,26.347,27.752,28.662,29.347,29.566,27.403,45.337,61.549,77.331,92.539,96.413,3.475,8.291,16.606,21.382,23.473,28.600,29.374,29.717,87.153,90.803,93.869,96.496,98.832,99.562
135,34,3752,5.6,35.571,18.464,20.100,29.871,31.699,32.992,791.066,21.913,318.103,93.466,22.370,8.718,17.614,26.111,27.407,28.472,29.286,29.584,25.284,44.318,60.938,76.989,92.472,96.307,2.880,7.462,16.468,20.555,22.690,24.583,29.504,29.752,88.937,91.994,94.614,97.089,99.127,99.563
136,34,3752,5.6,35.358,18.479,18.800,30.217,31.500,32.795,809.901,22.014,318.316,95.745,22.559,7.396,17.244,25.033,26.623,27.424,28.407,28.722,22.074,42.021,59.441,76.064,92.287,96.144,2.896,7.435,17.276,20.737,22.537,25.018,28.201,29.110,88.694,91.790,94.482,96.904,99.058,99.596
137,35,3776,7.2,35.323,20.345,22.900,31.983,34.391,35.602,715.726,24.232,363.146,90.797,24.839,9.781,22.200,29.617,30.208,30.641,31.349,31.586,25.253,43.210,59.820,76.207,92.256,96.184,3.417,8.501,16.914,22.804,25.751,27.055,31.128,31.380,87.893,91.269,94.063,96.624,98.952,99.534
138,35,3776,7.2,34.721,19.635,21.900,31.582,33.696,34.995,809.901,25.332,375.541,91.390,25.684,9.006,22.330,29.698,30.614,31.177,31.957,32.357,21.903,42.296,59.215,75.831,92.145,96.073,3.567,8.709,20.073,23.497,25.941,26.937,29.177,31.902,87.577,90.798,93.712,96.319,98.926,99.540
145,37,3776,7.4,34.840,20.405,21.800,31.851,33.350,35.373,828.736,27.892,414.106,98.718,29.727,5.407,24.360,31.287,32.071,32.655,33.436,33.722,15.210,36.072,54.837,73.193,91.259,95.688,4.124,9.409,18.595,24.861,27.182,28.147,33.010,33.396,86.209,89.915,93.074,96.051,98.785,99.453
146,37,3776,7.4,34.319,19.547,21.200,30.873,32.857,34.844,847.571,26.393,385.391,97.160,26.843,6.846,21.263,29.254,30.757,31.402,32.211,32.587,17.489,39.910,57.698,75.037,91.779,95.964,2.798,7.824,15.016,23.205,25.921,27.853,32.038,32.661,90.076,93.130,95.267,97.405,99.237,99.695
147,37,3776,7.4,33.782,19.696,21.000,31.232,32.688,34.298,847.571,26.520,386.804,98.532,27.776,5.569,22.464,29.473,30.463,31.140,31.884,32.142,15.859,37.298,55.800,73.862,91.483,95.742,1.858,6.369,14.894,22.623,26.003,27.153,31.441,32.010,93.205,95.256,96.795,98.205,99.487,99.744
153,39,3776,7.4,33.997,19.953,20.900,31.565,32.623,34.517,809.901,26.127,383.552,92.401,26.789,9.031,23.369,30.413,31.109,31.639,32.340,32.626,22.023,40.561,57.986,75.073,91.820,95.934,2.746,8.057,23.070,25.544,26.565,27.246,31.976,32.666,90.891,93.143,95.245,97.297,99.199,99.600
154,39,3776,7.4,34.114,18.976,21.000,30.769,32.688,34.635,866.406,25.749,376.602,97.554,27.686,6.378,22.563,29.751,30.537,31.107,31.839,32.229,17.166,37.537,55.884,73.851,91.438,95.782,1.786,6.513,18.745,24.857,26.128,29.298,31.910,32.539,94.067,95.604,97.012,98.335,99.488,99.744
155,39,3776,7.4,33.838,20.168,21.400,31.895,32.942,34.355,828.736,27.005,397.482,98.275,28.130,5.924,23.029,30.211,30.818,31.277,31.850,32.156,16.457,36.923,55.338,73.427,91.282,95.664,1.812,6.492,21.482,25.042,26.404,27.278,30.487,31.888,93.877,95.371,96.818,98.168,99.470,99.759
156,39,3776,7.4,33.729,20.733,21.600,32.407,33.067,34.245,809.901,27.704,410.236,95.410,27.460,7.151,23.280,29.952,30.435,30.923,31.421,31.672,18.359,37.691,55.911,73.853,91.377,95.828,4.052,9.310,20.376,24.428,25.826,26.912,30.740,31.141,86.163,89.586,92.867,96.006,98.716,99.429
158,40,3684,7.2,34.420,19.986,21.000,31.169,32.315,34.692,791.066,25.376,369.574,77.670,21.203,12.266,22.592,28.617,29.533,30.247,31.160,31.570,35.049,50.777,65.340,79.515,93.350,96.748,2.627,7.222,3.460,21.962,24.361,26.734,30.841,31.414,90.095,93.066,95.317,97.344,99.190,99.595
159,40,3684,7.2,34.061,19.048,20.100,30.295,31.544,34.330,828.736,24.372,352.664,79.377,19.680,11.959,19.032,27.723,29.087,29.969,31.076,31.504,36.721,53.757,67.549,80.871,93.809,96.968,2.574,6.513,1.362,16.646,23.130,25.073,30.250,31.242,78.869,92.642,95.110,97.263,99.192,99.596
160,40,3684,7.2,33.812,19.046,20.700,30.384,32.063,34.079,772.231,22.562,326.626,74.033,19.891,13.307,23.161,29.355,30.211,30.973,31.845,32.198,40.442,54.807,68.177,81.215,93.923,97.017,2.843,7.372,5.880,22.339,25.206,26.674,28.677,29.652,88.268,92.434,94.846,97.039,99.123,99.561
161,41,2337,5.1,33.045,18.133,18.600,27.693,28.107,29.492,791.066,20.732,276.304,90.516,21.201,7.683,21.703,23.503,24.552,25.392,26.414,26.708,22.449,41.176,58.703,75.750,92.197,96.158,0.577,3.752,23.196,25.831,26.603,26.788,27.066,27.758,98.051,98.538,99.026,99.391,99.878,100.000
162,41,2337,5.1,32.717,17.389,18.800,27.167,28.228,29.199,847.571,20.606,274.470,94.837,21.134,6.661,20.554,23.077,24.020,24.808,25.687,26.033,21.033,39.962,57.935,75.143,91.969,96.176,1.202,5.325,24.545,25.329,25.642,25.996,26.220,26.340,95.922,96.893,97.864,98.641,99.612,99.806
163,41,2337,5.1,32.786,17.512,18.300,27.140,27.922,29.260,791.066,19.515,259.105,91.424,21.147,7.462,21.218,23.610,24.445,25.039,25.767,26.101,21.955,40.652,58.319,75.300,91.938,96.055,0.110,1.417,0.057,23.461,23.461,24.813,24.813,24.813,82.902,99.827,99.827,100.000,100.000,100.000
164,41,2337,5.1,33.144,17.737,18.500,27.312,28.046,29.580,772.231,19.521,259.605,92.700,21.693,7.564,22.384,24.289,24.997,25.672,26.432,26.683,22.093,40.568,58.140,75.258,91.925,95.995,0.165,1.838,0.082,25.053,26.337,26.645,27.190,27.190,89.463,99.602,99.735,99.867,100.000,100.000
165,42,2335,5.1,32.287,16.602,17.800,26.315,27.496,28.815,866.406,19.244,253.613,78.266,17.819,10.464,21.550,23.989,24.918,25.570,26.368,26.796,35.664,51.003,65.528,79.621,93.388,96.748,0.965,4.665,15.438,25.346,25.791,26.322,26.973,27.093,96.602,97.427,98.204,98.932,99.660,99.854
166,42,2335,5.1,32.142,17.100,17.500,26.887,27.269,28.686,791.066,18.328,241.938,85.376,19.490,9.574,22.480,24.253,25.067,25.791,26.699,26.995,30.196,46.784,62.627,77.928,92.823,96.479,0.966,4.705,13.971,26.045,26.423,26.860,27.170,27.410,96.703,97.527,98.214,98.970,99.657,99.863
167,42,2335,5.1,32.820,16.698,18.000,26.328,27.644,29.291,847.571,19.120,251.758,82.066,18.499,10.114,22.239,24.093,24.880,25.645,26.430,26.805,33.357,49.211,64.275,78.910,93.185,96.628,0.717,3.875,3.734,21.214,26.065,26.680,27.079,27.356,97.131,98.132,98.666,99.266,99.800,99.933
